Size,Floor,TotalFloors,District,Year,Type,BuildingType,Price
45,3,8,"град София, Сухата река",2008,1-СТАЕН,Тухла,46999
45,14,15,"град София, Сухата река",1978,1-СТАЕН,ЕПК,54900
45,3,8,"град София, Фондови жилища",1985,1-СТАЕН,Панел,44000
45,5,8,"град София, Хаджи Димитър",2017,1-СТАЕН,Тухла,50000
45,5,8,"град София, Хаджи Димитър",2017,1-СТАЕН,Тухла,50000
45,9,9,"град София, Хаджи Димитър",1985,1-СТАЕН,Панел,52000
45,3,6,"град София, Център",2020,1-СТАЕН,Тухла,42846
45,4,6,"град София, Център",2019,1-СТАЕН,Тухла,47425
45,2,6,"град София, Център",2020,1-СТАЕН,Тухла,50400
45,6,8,"град София, Студентски град",2018,1-СТАЕН,Тухла,63990
45,3,5,"град София, Студентски град",2018,1-СТАЕН,Тухла,62000
45,6,16,"град София, Студентски град",2017,1-СТАЕН,Тухла,55000
45,9,13,"град София, Студентски град",2017,1-СТАЕН,Тухла,41999
45,7,16,"град София, Студентски град",2018,1-СТАЕН,Тухла,45000
45,2,8,"град София, Студентски град",2018,1-СТАЕН,Тухла,47700
45,5,16,"град София, Студентски град",2016,1-СТАЕН,Тухла,49500
45,6,16,"град София, Студентски град",2018,1-СТАЕН,Тухла,49900
45,3,8,"град София, Студентски град",2016,1-СТАЕН,Тухла,49999
45,16,16,"град София, Студентски град",2018,1-СТАЕН,Тухла,50900
45,4,6,"град София, Студентски град",2019,1-СТАЕН,Тухла,51750
45,9,13,"град София, Студентски град",2017,1-СТАЕН,Тухла,52500
45,9,14,"град София, Студентски град",2018,1-СТАЕН,Тухла,53000
45,7,14,"град София, Студентски град",2017,1-СТАЕН,Тухла,54500
45,6,8,"град София, Студентски град",2017,1-СТАЕН,Тухла,55000
45,6,16,"град София, Студентски град",2019,1-СТАЕН,Тухла,55000
45,7,14,"град София, Студентски град",2018,1-СТАЕН,Тухла,55000
45,6,17,"град София, Студентски град",2018,1-СТАЕН,Тухла,55000
45,2,14,"град София, Студентски град",2018,1-СТАЕН,Тухла,55000
45,1,10,"град София, Белите брези",1984,2-СТАЕН,ЕПК,61500
45,4,9,"град София, Овча купел 1",1988,2-СТАЕН,Панел,51400
45,1,8,"град София, Сердика",1980,2-СТАЕН,Панел,55000
45,5,16,"град София, Студентски град",2019,2-СТАЕН,Тухла,49000
45,5,17,"град София, Студентски град",2018,2-СТАЕН,Тухла,49999
45,7,14,"град София, Студентски град",2017,2-СТАЕН,Тухла,54500
45,6,12,"град София, Студентски град",2018,2-СТАЕН,Тухла,56600
45,15,16,"град София, Център",1986,2-СТАЕН,ЕПК,50000
45,3,6,"град София, Център",1934,2-СТАЕН,Тухла,105000
45,1,5,"град София, Витоша",2019,"АТЕЛИЕ, ТАВАН",Тухла,40957
45,1,8,"град София, Левски Г",2019,"АТЕЛИЕ, ТАВАН",Тухла,38562
45,4,4,"град София, Овча купел",2018,2-СТАЕН,Тухла,57000
45,1,9,"град София, Обеля 2",1985,2-СТАЕН,Панел,36000
45,1,5,"град София, Малинова долина",2021,2-СТАЕН,Тухла,36000
45,4,5,"град София, Бенковски",1984,2-СТАЕН,Тухла,50000
45,12,12,"град София, Гео Милев",1976,2-СТАЕН,Тухла,68980
45,7,7,"град София, Гео Милев",1980,2-СТАЕН,Тухла,69000
45,1,6,"град София, Дианабад",2006,2-СТАЕН,Тухла,61990
45,5,7,"град София, Слатина",1982,1-СТАЕН,Панел,55000
45,15,17,"град София, Зона Б-5",1990,2-СТАЕН,ЕПК,52489
45,5,8,"град София, Левски Г",1990,2-СТАЕН,Панел,49990
45,1,7,"град София, Люлин 10",1982,2-СТАЕН,Панел,48500
45,8,9,"град София, Люлин 10",1984,2-СТАЕН,Панел,52000
45,4,7,"град София, Люлин 5",1986,2-СТАЕН,Панел,43000
45,5,8,"град София, Люлин 7",1982,2-СТАЕН,Панел,55900
45,3,14,"град София, Зона Б-5",1986,2-СТАЕН,ЕПК,69900
45,3,8,"град София, Света Троица",1984,1-СТАЕН,Панел,48800
45,5,5,"град София, Витоша",2012,2-СТАЕН,Тухла,48999
45,4,4,"град София, Западен парк",1975,2-СТАЕН,Тухла,63000
45,1,6,"град София, Хладилника",2004,2-СТАЕН,Тухла,47800
45,3,6,"град София, Банишора",2019,1-СТАЕН,Тухла,42846
45,3,8,"град София, Банишора",1985,1-СТАЕН,Панел,44000
45,6,8,"град София, Банишора",1986,1-СТАЕН,Тухла,54800
45,6,6,"град София, Белите брези",1998,1-СТАЕН,Тухла,54490
45,2,6,"град София, Белите брези",2018,1-СТАЕН,Тухла,63000
45,2,7,"град София, Белите брези",2018,1-СТАЕН,Тухла,63000
45,1,5,"град София, Витоша",2021,1-СТАЕН,Тухла,36000
45,1,6,"град София, Витоша",2019,1-СТАЕН,Тухла,42000
45,2,5,"град София, Витоша",2019,1-СТАЕН,Тухла,43700
45,1,5,"град София, Витоша",2021,2-СТАЕН,Тухла,36000
45,8,8,"град София, Хаджи Димитър",1985,1-СТАЕН,Панел,50000
45,4,8,"град София, Сухата река",1980,1-СТАЕН,Панел,54000
45,5,16,"град София, Студентски град",2018,1-СТАЕН,Тухла,54000
45,2,2,"град София, Зона Б-18",2005,1-СТАЕН,Тухла,40500
45,8,8,"град София, Люлин - център",1985,1-СТАЕН,Панел,40000
45,8,9,"град София, Люлин 10",1984,1-СТАЕН,Панел,52000
45,1,8,"град София, Студентски град",2018,1-СТАЕН,Тухла,50000
45,2,6,"град София, Белите брези",2018,1-СТАЕН,Тухла,63000
45,8,9,"град София, Люлин 10",1984,1-СТАЕН,Панел,51999
45,2,6,"град София, Манастирски ливади",2021,1-СТАЕН,Тухла,44364
45,2,9,"град София, Младост 4",2008,1-СТАЕН,Тухла,57000
45,3,5,"град София, Витоша",2010,1-СТАЕН,Тухла,48500
45,6,9,"град София, Младост 4",2021,1-СТАЕН,Тухла,50000
45,8,8,"град София, Надежда 3",1974,1-СТАЕН,Панел,41500
45,13,15,"град София, Обеля 2",1995,1-СТАЕН,ЕПК,42000
45,4,8,"град София, Обеля 2",1986,1-СТАЕН,Панел,53600
45,4,9,"град София, Овча купел 1",1988,1-СТАЕН,Панел,51400
45,2,8,"град София, Овча купел 2",1990,1-СТАЕН,Панел,46000
45,7,9,"град София, Овча купел 2",1990,1-СТАЕН,Панел,48000
45,7,9,"град София, Овча купел 2",1990,1-СТАЕН,Панел,48000
45,9,9,"град София, Люлин 5",1987,1-СТАЕН,Панел,38000
45,8,9,"град София, Люлин 10",1986,1-СТАЕН,Панел,52000
45,8,9,"град София, Люлин 10",1986,1-СТАЕН,Панел,51999
45,1,6,"град София, Дружба 1",1970,1-СТАЕН,Панел,59000
45,2,8,"град София, Красна поляна 1",1982,1-СТАЕН,Панел,45750
45,5,5,"град София, Витоша",2012,1-СТАЕН,Тухла,48999
45,5,9,"град София, Левски Г",1990,1-СТАЕН,Панел,50000
45,5,9,"град София, Левски Г",1990,1-СТАЕН,Панел,50000
45,5,9,"град София, Левски Г",1990,1-СТАЕН,Панел,50000
45,5,9,"град София, Левски Г",1990,1-СТАЕН,Панел,50000
45,5,9,"град София, Левски Г",1990,1-СТАЕН,Панел,50000
45,5,9,"град София, Левски Г",1990,1-СТАЕН,Панел,51500
45,5,7,"град София, Лозенец",2007,1-СТАЕН,Тухла,82000
45,8,9,"град София, Люлин 10",1984,1-СТАЕН,Панел,51999
46,2,5,"град София, Зона Б-18",2020,1-СТАЕН,Тухла,43560
46,8,8,"град София, Красна поляна 1",1984,2-СТАЕН,Панел,54000
46,8,8,"град София, Красна поляна 1",1986,2-СТАЕН,Панел,52500
46,1,6,"град София, Докторски паметник",1939,2-СТАЕН,Тухла,120000
46,7,9,"град София, Хаджи Димитър",1980,1-СТАЕН,Панел,48800
46,2,9,"град София, Хаджи Димитър",1982,1-СТАЕН,Панел,43400
46,2,9,"град София, Хаджи Димитър",1982,1-СТАЕН,Панел,43400
46,8,8,"град София, Фондови жилища",1976,1-СТАЕН,Панел,48000
46,7,7,"град София, Студентски град",2017,1-СТАЕН,Тухла,60000
46,3,10,"град София, Студентски град",2015,1-СТАЕН,Тухла,60000
46,4,8,"град София, Разсадника",1983,1-СТАЕН,Панел,57900
46,6,8,"град София, Овча купел 2",1990,1-СТАЕН,Панел,46500
46,3,9,"град София, Овча купел 1",1989,1-СТАЕН,Панел,55000
46,4,5,"град София, Овча купел",2010,1-СТАЕН,Тухла,62000
46,9,12,"град София, Лозенец",1980,2-СТАЕН,ЕПК,84999
46,9,12,"град София, Лозенец",1980,2-СТАЕН,Тухла,84999
46,6,14,"град София, Студентски град",2018,2-СТАЕН,Тухла,49999
46,4,8,"град София, Разсадника",1983,2-СТАЕН,Панел,57900
46,7,7,"град София, Обеля 2",1980,2-СТАЕН,Панел,40000
46,2,5,"град София, Обеля 2",2020,2-СТАЕН,Тухла,31280
46,6,8,"град София, Надежда 3",1983,2-СТАЕН,Панел,47000
46,4,8,"град София, Надежда 2",1968,2-СТАЕН,Тухла,48000
46,3,8,"град София, Младост 3",1987,2-СТАЕН,Панел,58000
46,2,9,"град София, Младост 3",1987,2-СТАЕН,Панел,55000
46,3,8,"град София, Младост 3",1988,2-СТАЕН,Панел,52000
46,3,8,"град София, Младост 2",1978,2-СТАЕН,Панел,65000
46,6,6,"град София, Манастирски ливади",2017,2-СТАЕН,Тухла,47500
46,6,8,"град София, Люлин 5",1980,2-СТАЕН,Панел,45000
46,6,8,"град София, Люлин 5",1980,2-СТАЕН,Панел,45000
46,7,8,"град София, Люлин 5",1985,2-СТАЕН,Панел,41600
46,3,8,"град София, Люлин 2",1983,2-СТАЕН,Панел,49000
46,9,9,"град София, Люлин 1",2021,2-СТАЕН,Тухла,32060
46,2,2,"град София, Хиподрума",1935,2-СТАЕН,Тухла,49800
46,3,6,"град София, Обеля 1",2019,1-СТАЕН,Тухла,39600
46,4,8,"град София, Младост 4",1980,1-СТАЕН,Панел,60000
46,5,9,"град София, Дървеница",2014,1-СТАЕН,Тухла,57500
46,8,8,"град София, Горубляне",1985,1-СТАЕН,Панел,47950
46,7,8,"град София, Връбница 1",1978,1-СТАЕН,Панел,46000
46,11,12,"град София, Витоша",2019,1-СТАЕН,Тухла,54999
46,3,6,"град София, Обеля 1",2019,2-СТАЕН,Тухла,39600
46,7,9,"град София, Люлин 5",1982,2-СТАЕН,Панел,42600
46,8,8,"град София, Люлин 3",1985,2-СТАЕН,Панел,47700
46,4,12,"град София, Център",1982,1-СТАЕН,ЕПК,62900
46,4,8,"град София, Център",1983,1-СТАЕН,Панел,57990
46,2,7,"град София, Студентски град",2021,1-СТАЕН,Тухла,38800
46,3,8,"град София, Надежда 2",1980,1-СТАЕН,Панел,45000
46,8,8,"град София, Младост 3",1979,1-СТАЕН,Панел,51900
46,2,7,"град София, Стрелбище",2020,1-СТАЕН,Тухла,55032
46,3,7,"град София, Стрелбище",2020,1-СТАЕН,Тухла,55032
46,8,8,"град София, Младост 4",1979,1-СТАЕН,Панел,51900
46,2,5,"град София, Зона Б-18",2019,1-СТАЕН,Тухла,43560
46,4,8,"град София, Младост 4",1980,1-СТАЕН,Панел,60000
46,4,14,"град София, Зона Б-5",1982,1-СТАЕН,ЕПК,62900
46,5,9,"град София, Левски Г",1990,1-СТАЕН,Панел,50000
